0,1,2,3,4,5,6,7,8,9,10
County / Parish / Borough,State,# of properties*,Population 2015*,APN Format*,Example APN*,Website,Seat,Year Organized,Square Miles*,People / SQML*
Macomb,Michigan,"325,698","854,769",00-00-000-000,10-01-100-011,http://www.macombgov.org/,Mount Clemens,1818,571,1497
Manistee,Michigan,n/a,"24,450",00-000-000-00,10-001-100-01,http://www.manisteecountymi.gov,Manistee,1855,"1,281",19
Marquette,Michigan,"43,456","67,700",No records found,No records found,http://www.co.marquette.mi.us,Marquette,1843,"3,425",20
Mason,Michigan,"16,603","28,605",000-000-000-000-0,106-000-040-050-2,http://www.masoncounty.net/,Ludington,1855,"1,242",23
Mecosta,Michigan,"30,638","43,108",No records found,No records found,http://www.co.mecosta.mi.us,Big Rapids,1859,571,75
Menominee,Michigan,"4,711","23,791",No records found,No records found,http://www.menomineecounty.com,Menominee,1863,"1,338",18
Midland,Michigan,"41,258","83,919",00-00-00-000,10-35-40-500,http://www.co.midland.mi.us/,Midland,1850,528,159
Missaukee,Michigan,n/a,"15,051",No records found,No records found,http://www.missaukee.org,Lake City,1840,574,26
Monroe,Michigan,"25,927","150,376",00 000 000 00,10 005 013 00,http://www.co.monroe.mi.us/,Monroe,1817,680,221
Montcalm,Michigan,"44,217","63,105",No records found,No records found,http://www.montcalm.org,Stanton,1831,721,88
Montmorency,Michigan,n/a,"9,350",No records found,No records found,http://www.montmorencycountymichigan.us,Atlanta,1881,563,17
Muskegon,Michigan,"82,494","171,008",00-000-000-0000-00,10-000-820-0023-00,http://www.co.muskegon.mi.us,Muskegon,1859,"1,460",117
Newaygo,Michigan,"39,636","48,001",00-00-000-000,10-01-100-001,http://www.countyofnewaygo.com,White Cloud,1840,862,56
Oakland,Michigan,"429,325","1,231,640",00-00-000-000,10-01-100-001,http://www.oakgov.com,Pontiac,1819,907,1357
Oceana,Michigan,"26,043","26,245",No records found,No records found,http://oceana.mi.us/,Hart,1831,"1,306",20
Ogemaw,Michigan,"24,723","21,234",No records found,No records found,http://www.ogemawcountymi.gov/ *Website Error,West Branch,1875,575,37
Ontonagon,Michigan,n/a,"6,322",00 000 000 00,10 016 016 15,http://www.ontonagonmi.org,Ontonagon,1843,"3,741",2
Osceola,Michigan,"155,961","23,259",00 000 000 00,10 012 040 10,http://www.osceola-county.org,Reed City,1869,573,41
Oscoda,Michigan,n/a,"8,379",No records found,No records found,http://www.oscodacountymi.com,Mio,1840,572,15
Otsego,Michigan,"39,187","24,129",000-000-000-000-00,100-000-001-001-00,http://www.otsegocountymi.gov,Gaylord,1875,526,46
Ottawa,Michigan,"109,918","272,701",No records found,No records found,http://www.co.ottawa.mi.us,Grand Haven,1837,"1,631",167
Presque Isle,Michigan,n/a,"13,062",000-000-000-000-00,100-001-000-001-00,http://www.presqueislecounty.org/,Rogers City,1840,"2,573",5
Roscommon,Michigan,n/a,"24,014",000-000-000-0000-,106-012-011-0160-,http://www.roscommoncounty.net,Roscommon,1875,580,41
Saginaw,Michigan,"96,229","196,542",00 0000 00000,10 0001 00000,http://www.saginawcounty.com/,Saginaw,1835,816,241
St. Clair,Michigan,"76,412","160,469",00-000-0000-000,10-001-1001-000,http://www.stclaircounty.org/index.asp,Port Huron,1820,837,192
St. Joseph,Michigan,"35,478","60,964",000-000-000-00,103-050-017-00,http://www.stjosephcountymi.org,Centreville,1829,521,117
Sanilac,Michigan,n/a,"41,823",000-000-000-000-00,100-001-100-010-00,http://www.sanilaccounty.net,Sandusky,1848,"1,590",26
Schoolcraft,Michigan,n/a,"8,247",No records found,No records found,http://www.schoolcraftcountygovernment.com,Manistique,1843,"1,884",4
Shiawassee,Michigan,n/a,"68,900",000-00-000-000,101-31-300-001,http://www.shiawassee.net,Corunna,1822,541,127
Tuscola,Michigan,"24,622","54,263",No records found,No records found,http://www.tuscolacounty.org/,Caro,1840,914,59
Van Buren,Michigan,"7,182","75,455",00-00-000-000-00,17-02-203-700-00,http://www.vbco.org/,Paw Paw,1829,"1,090",69
Washtenaw,Michigan,"122,259","354,240",00-00-00-000-0,10-02-30-000-1,http://www.ewashtenaw.org,Ann Arbor,1826,722,490
Wayne,Michigan,"768,030","1,775,273",00000000,10000001,http://www.waynecounty.com,Detroit,1796,673,2639
Wexford,Michigan,n/a,"32,645",00-000-00-000-00,10-032-00-001-00,http://www.wexfordcounty.org,Cadillac,1840,575,57
