0,1,2,3,4,5,6,7,8,9,10
County / Parish / Borough,State,# of properties*,Population 2015*,APN Format*,Example APN*,Website,Seat,Year Organized,Square Miles*,People / SQML*
Abbeville,South Carolina,"17,149","25,007",000-00-00-000,034-16-05-010,http://www.abbevillecountysc.com,Abbeville,1785,511,49
Aiken,South Carolina,"90,036","164,176",000-00-00-000,106-12-06-005,http://www.aikencountysc.gov,Aiken,1871,"1,081",152
Allendale,South Carolina,"11,672","9,839",No records found,No records found,http://www.allendalecounty.com/,Allendale,1919,412,24
Anderson,South Carolina,"108,563","190,641",00000-00000,16900-13014,http://www.andersoncountysc.org,Anderson,1826,757,252
Bamberg,South Carolina,"11,631","15,430",No records found,No records found,http://www.bambergcountysc.gov/,Bamberg,1897,396,39
Barnwell,South Carolina,"15,451","22,119",000-00-00-000,126-02-01-005,http://www.barnwellcountysc.us/,Barnwell,1798,557,40
Beaufort,South Carolina,"102,800","171,838",R000-000-000-0000-0000,R120-008-000-0440-0000,http://www.bcgov.net,Beaufort,1764,923,186
Berkeley,South Carolina,"90,739","194,020",000-00-00-000,100-00-00-001,https://www.berkeleycountysc.gov,Moncks Corner,1882,"1,229",158
Calhoun,South Carolina,"12,908","15,055",000000-00-00,101000-00-08,http://www.calhouncounty.sc.gov,Saint Matthews,1908,392,38
Charleston,South Carolina,"182,487","372,803",000-00-00-000,463-14-02-048,http://www.charlestoncounty.org,Charleston,1769,"1,358",275
Cherokee,South Carolina,"33,119","55,885",000-00-00-000.000,100-00-00-001.000,http://www.cherokeecountysc.com/,Gaffney,1897,397,141
Chester,South Carolina,"21,620","32,578",000-00-00-000-000,080-04-04-019-000,http://www.dorchestercounty.net,Saint George,1868,576,253
Chesterfield,South Carolina,"31,331","46,197",000-000-000-000,100-000-000-001,http://www.chesterfieldcountysc.com/,Chesterfield,1798,806,57
Clarendon,South Carolina,"28,122","34,355",000-00-00-000-00,100-00-01-001-00,http://www.clarendoncountygov.org,Manning,1855,696,49
Colleton,South Carolina,"33,815","37,788",000-00-00-000,100-00-00-001,http://www.colletoncounty.org,Walterboro,1798,"1,133",33
Darlington,South Carolina,"39,817","67,935",000-00-00-000,164-15-01-064,http://www.darcosc.com,Darlington,1785,567,120
Dillon,South Carolina,"19,365","31,229",000-00-00-000,100-00-00-001,http://www.dilloncounty.sc.gov,Dillon,1910,407,77
Dorchester,South Carolina,"65,228","145,397",000-00-00-000.000,075-13-06-024.000,http://www.dorchestercounty.net,Saint George,1868,576,253
Edgefield,South Carolina,"17,485","26,436",000-00-00-000-000,052-00-00-037-000,http://www.edgefieldcounty.sc.gov,Edgefield,1785,507,52
Fairfield,South Carolina,"17,952","23,109",000-00-00-000-000,100-00-00-001-000,http://www.fairfieldsc.com,Winnsboro,1785,710,33
Florence,South Carolina,"68,078","138,326",00000-00-000,00123-01-092,http://www.florenceco.org,Florence,1888,804,172
Georgetown,South Carolina,"45,982","60,440",00-0000-000-00-00,05-0019-006-00-00,http://www.georgetowncountysc.org,Georgetown,1769,"1,035",58
Greenville,South Carolina,"209,148","474,266",0000.00-00-000.00,0542.34-01-001.00,http://www.greenvillecounty.org,Greenville,1798,795,597
Hampton,South Carolina,"15,587","20,408",000-00-00-000,100-00-00-001,http://www.hamptoncountysc.org,Hampton,1787,563,36
Horry,South Carolina,"243,278","289,650",00000-00-000,10000-01-001,http://www.horrycounty.org/,Conway,1801,"1,255",231
Greenwood,South Carolina,"37,884","69,723",0000-000-000-000,6855-255-980-000,http://www.co.greenwood.sc.us,Greenwood,1897,463,151
Jasper,South Carolina,"18,961","26,629",000-00-00-000,103-00-00-013,http://www.jaspercountysc.org,Ridgeland,1912,699,38
Kershaw,South Carolina,"39,484","62,516",000-00-00-000,100-00-00-001,http://www.kershaw.sc.gov,Camden,1798,740,84
Lancaster,South Carolina,"47,332","80,458",0000H-0D-000.00,0081H-0D-003.00,http://www.mylancastersc.org/,Lancaster,1798,555,145
Laurens,South Carolina,"38,797","66,229",000-00-00-000,906-17-07-039,http://www.laurenscountysc.org,Laurens,1785,724,92
Lee,South Carolina,"13,081","18,347",No records found,No records found,http://leecountysc.org/,Bishopville,1902,411,45
Lexington,South Carolina,"132,998","273,752",000000-00-000,003323-03-001,http://www.lex-co.com,Lexington,1804,758,361
