0,1,2,3,4,5,6,7,8,9,10
County / Parish / Borough,State,# of properties*,Population 2015*,APN Format*,Example APN*,Website,Seat,Year Organized,Square Miles*,People / SQML*
Ozaukee,Wisconsin,38789,"87,054",00-000-00-000.00,10-000-01-010.03,http://www.co.ozaukee.wi.us/,Port Washington,1853,"1,116",78
Pepin,Wisconsin,9574,"7,360",00 -000-0-000,10 -094-0-026,http://www.co.pepin.wi.us/,Durand,1858,249,30
Pierce,Wisconsin,27699,"40,976",000000000000U000,102225172622U468,http://www.co.pierce.wi.us/,Ellsworth,1853,592,69
Polk,Wisconsin,45164,"43,476",000-00000-0000,100-32000-0000,http://www.co.polk.wi.us/,Balsam Lake,1853,956,45
Portage,Wisconsin,47063,"70,380",000-00-0000,101-21-0925,http://www.co.portage.wi.us/,Stevens Point,1836,823,86
Price,Wisconsin,35724,"13,802",000-00000,101-00303,http://www.co.price.wi.us,Phillips,1879,"1,278",11
Racine,Wisconsin,83301,"195,041",0-0-00-00-00-00-000-000,1-0-12-04-21-35-033-000,http://www.racineco.com/,Racine,1836,792,246
Richland,Wisconsin,20411,"17,717",000-0000-000&,102-4341-100&,http://co.richland.wi.us/,Richland Center,1842,589,30
Rock,Wisconsin,71121,"160,739",000-000000,111-001001,http://www.co.rock.wi.us,Janesville,1836,726,221
Rusk,Wisconsin,28599,"14,395",000-00000-0000,106-00001-0000,http://www.ruskcounty.org/,Ladysmith,1901,931,15
St. Croix,Wisconsin,52676,"85,930",0 0- – 0- 0- 0,1 8- – 1- 0- 3,http://www.co.saint-croix.wi.us/,Hudson,1840,736,117
Sauk,Wisconsin,49974,"63,162",000-0000-0000,100-4020-0000,https://www.co.sauk.wi.us/,Baraboo,1840,849,74
Sawyer,Wisconsin,50242,"16,513",00-00 -000-00-,10-53 -703-30-,http://www.sawyercountygov.org/,Hayward,1883,"1,350",12
Shawano,Wisconsin,39672,"41,643",00-00-0-00-0000,10-01-1-40-0060,http://www.co.shawano.wi.us,Shawano,1853,909,46
Sheboygan,Wisconsin,60249,"114,922",00000-0,10039-0,http://www.co.sheboygan.wi.us,Sheboygan,1836,"1,271",90
Taylor,Wisconsin,25290,"20,610",0.0-0.0E–00.0,1.3-0.1E–11.3,http://www.co.taylor.wi.us,Medford,1875,984,21
Trempealeau,Wisconsin,33592,"29,582",0.0-0.0E–0.00,1.3-0.1E–7.17,http://www.tremplocounty.com/,Whitehall,1854,742,40
Vernon,Wisconsin,23798,"30,329",0 0- 0 – -0 0,1 1- 1 – -0 0,http://www.vernoncounty.org/,Viroqua,1851,816,37
Vilas,Wisconsin,46583,"21,368",0-0,1-1,http://www.co.vilas.wi.us/,Eagle River,1893,"1,018",21
Walworth,Wisconsin,61350,"102,945",0-00,1-27,http://www.co.walworth.wi.us,Elkhorn,1836,577,179
Washburn,Wisconsin,54926,"15,686",00-000-0-00-00-00-0-0-0000,10-650-1-02-37-10-1-4-4100,http://www.co.washburn.wi.us,Shell Lake,1883,853,18
Washington,Wisconsin,62258,"132,739",00000C00000000000,10353C13103530000,http://www.co.washington.wi.us,West Bend,1836,436,305
Waukesha,Wisconsin,154614,"393,843",0000- 00-0 – 000,1030- 99-1 – 000,http://www.waukeshacounty.gov,Waukesha,1846,581,678
Waupaca,Wisconsin,42373,"52,285",00-00-00-0,10-01-11-1,http://www.co.waupaca.wi.us/,Waupaca,1851,765,68
Waushara,Wisconsin,31316,"24,329",000-00000-0000,111-00513-0000,http://www.co.waushara.wi.us/ *Website URL not found,Wautoma,1851,637,38
Winnebago,Wisconsin,80367,"169,541",000-0000000,100-0810000,http://www.co.winnebago.wi.us/,Oshkosh,1840,579,293
Wood,Wisconsin,46646,"73,959",00-00000,10-00002,http://www.co.wood.wi.us/,Wisconsin Rapids,1856,809,91
