0,1,2,3,4,5,6,7,8,9,10
County / Parish / Borough,State,# of properties*,Population 2015*,APN Format*,Example APN*,Website,Seat,Year Organized,Square Miles*,People / SQML*
Aurora,South Dakota,"5,149","2,720",0000,1000,N/A,Aurora,1881,713,4
Beadle,South Dakota,"9,643","18,080",00000,10001,http://beadle.sdcounties.org/,Huron,1879,"1,265",14
Bennett,South Dakota,n/a,"3,452",No records found,No records found,N/A,Martin,1909,"1,191",3
Bon Homme,South Dakota,"7,828","7,046",00.00.0000,10.25.5500,http://www.bonhommecounty.org/,Tyndall,1862,582,12
Brookings,South Dakota,"15,631","32,968",000000000000000,100001095201100,http://www.brookingscountysd.gov/,Brookings,1892,805,41
Brown,South Dakota,"25,617","37,907",00000,10000,http://www.brown.sd.us/,Aberdeen,1879,"1,731",22
Brule,South Dakota,"9,268","5,366",00-000-00-0000,10-001-01-0000,http://www.brulecounty.org,Chamberlain,1875,846,6
Buffalo,South Dakota,"2,217","2,024",0000,1001,n/a,Gann Valley,1873,488,4
Butte,South Dakota,"94,149","10,330",00.0.00.0,10.1.01.1,http://butte.sdcounties.org/,Belle Fourche,1883,"2,266",5
Campbell,South Dakota,"35,496","1,334",0000,1003,N/A,Mound City,1873,771,2
Charles Mix,South Dakota,n/a,"9,241",00.00.0000,10.01.1010,http://charlesmix.sdcounties.org,Lake Andes,1862,"1,150",8
Clark,South Dakota,"7,385","3,610",000000,100000,N/A,Clark,1873,967,4
Clay,South Dakota,"7,189","13,935",00000-00000-000-00,10000-09252-051-00,http://www.claycountysd.org/,Vermillion,1862,417,33.40`
Codington,South Dakota,"17,272","27,853",No records found.,,http://www.codington.org,Watertowm,1877,717,39
Corson,South Dakota,"6,876","4,215",No records found.,,http://corson.sdcounties.org/,McIntosh,1909,"2,530",2
Custer,South Dakota,"12,761","8,468",00000,10002,http://www.custercountysd.com,Custer,1875,"1,559",5
Davison,South Dakota,"12,363","19,823",00000-00000-000-00,10000-10160-011-00,http://www.davisoncounty.org,Mitchell,1873,437,45
Day,South Dakota,"11,058","5,596",County Not Found on Realquest,County Not Found on Realquest,http://day.sdcounties.org/,Webster,1879,"1,091",5
Deuel,South Dakota,"6,572","4,320",0000,1000,http://www.deuelcountysd.com,Clear Lake,1862,637,7
Dewey,South Dakota,"8,092","5,586",00-0000-000-0000-000-0-0-00000,10-0000-010-0010-029-1-0-00001,N/A,Timber Lake,1873,"2,445",2
Douglas,South Dakota,"70,106","3,023",No records found.,No records found.,N/A,Armour,1873,434,7
Edmunds,South Dakota,n/a,"4,041",0000,1000,http://edmunds.sdcounties.org/,Ipswich,1873,"1,151",1151
Fall River,South Dakota,"11,146","6,839",00000-00000-000-00,10000-00704-011-00,http://fallriver.sdcounties.org/,Hot Springs,1883,"1,749",4
Faulk,South Dakota,"8,771","2,386",00-0000-000-0000-000-0-0-00000,10-0000-001-0120-067-1-0-00000,http://faulktoncity.org/,Faulkton,1873,"1,006",2
Grant,South Dakota,"5,242","7,281",00.00.00.0000,10.49.01.1000,https://grantcounty.sd.gov/,Milbank,1873,688,11
Gregory,South Dakota,"7,400","4,242",0000,1001,http://www.cityofgregory.com/,Burke,1862,"1,054",4
Haakon,South Dakota,n/a,"1,894",County Not Found on Realquest,County Not Found on Realquest,http://ujs.sd.gov/County_Information/haakon.aspx,Philip,1914,"1,827",1
Hamlin,South Dakota,"3,306","5,961",0000,1000,http://www.hamlincountysd.org/contact-form,Hayti,1873,538,11
Hand,South Dakota,"3,663","3,391",0000,1000,http://ujs.sd.gov/County_Information/hand.aspx,Chariton,1846,434,20
Hanson,South Dakota,"3,663","3,405",101-57-001-000-000-00,101-57-001-001-000-01,http://ujs.sd.gov/County_Information/hanson.aspx,Alexandria,1873,435,8
Harding,South Dakota,"6,672","1,262",00000-0000-00,15614-2300-00,http://ujs.sd.gov/County_Information/harding.aspx,Buffalo,1909,"2,678",0
Hughes,South Dakota,"12,598","17,508",No records found,No records found,http://www.hughescounty.org/,Pierre,1880,801,22
Hutchinson,South Dakota,"10,091","7,145",000.00.00.0000,100.56.07.1010,http://ujs.sd.gov/County_Information/hutchinson.aspx,Olivet,1862,814,9
Hyde,South Dakota,"3,938","1,391",0000,1000,http://ujs.sd.gov/County_Information/hyde.aspx,Highmore,1873,866,2
Jackson,South Dakota,"9,988","3,216",0000,1000,http://ujs.sd.gov/County_Information/jackson.aspx,Kadoka,1914,"1,871",2
Jerauld,South Dakota,n/a,"2,066",0000,1000,n/a,Wessington Springs,1883,533,4
Jones,South Dakota,"15,475","1,001",0000,1000,n/a,Murdo,1916,971,1
Kingsbury,South Dakota,"8,805","5,065",0000,1000,http://www.kingsburycountysd.org/,De Smet,1873,864,6
Lake,South Dakota,"9,896","12,055",00000-00000-000-00,10000-10653-011-10,http://www.lakecountysd.com/,Madison,1873,575,21
