0,1,2,3,4,5,6,7,8,9,10
County / Parish / Borough,State,# of properties*,Population 2015*,APN Format*,Example APN*,Website,Seat,Year Organized,Square Miles*,People / SQML*
Newton,Mississippi,"16,078","21,689",000R-00-00-000.00,100R-25-00-001.00,http://newtoncountyms.net/,Decatur,1836,580,37
Noxubee,Mississippi,"9,303","11,089",000-00-000.00,100-15-001.00,n/a,Macon,1833,700,16
Oktibbeha,Mississippi,"23,481","49,043",000-00-000.00,101-12-002.00,http://www.oktibbehacountyms.org/,Starkville,1833,462,106
Panola,Mississippi,"22,971","34,402",0000-0000000-0000000,1014-1900000-0000100,http://www.panolacoms.com/,Sardis and Batesville,1836,705,49
Pearl River,Mississippi,"48,885","55,072",0-00-0-00-000-000-0000,1-14-1-01-000-000-0100,http://www.pearlrivercounty.net,Poplarville,1890,819,67
Perry,Mississippi,"9,984","12,131",000-00-000.000,101-01-001.000,n/a,New Augusta,1820,650,19
Pike,Mississippi,"24,230","40,014",000000,160227,http://www.co.pike.ms.us/ *Website down/blocked,Magnolia,1815,411,97
Pontotoc,Mississippi,"19,241","30,897",000-00-000-000,101-01-000-001,n/a,Pontotoc,1836,501,62
Prentiss,Mississippi,"18,357","25,388",000000-00-00000,100100-01-00100,n/a,Booneville,1870,418,61
Quitman,Mississippi,"8,211","7,803",0000000000000000,1010010000000001,n/a,Marks,1877,406,19
Rankin,Mississippi,"76,177","146,767",A00-000000-00000,A02-000001-00000,http://www.rankincounty.org,Brandon,1828,806,182
Scott,Mississippi,"21,478","28,273",0-000-00-000-00-00000,1-011-01-000-00-00100,n/a,Forest,1833,610,46
Sharkey,Mississippi,"4,714","4,708",000- 000-000.00,101- 001-001.05,n/a,Rolling Fork,1876,435,11
Simpson,Mississippi,"21,835","27,500",0-0000-00-00000-000-00000,1-0110-01-00000-000-00100,n/a,Mendenhall,1824,590,47
Smith,Mississippi,"17,043","16,225",000-00-000-000,101-01-000-001,http://www.smithcounty.ms.gov/,Raleigh,1833,637,25
Stone,Mississippi,"13,235","18,016",000-00-000.00,101-01-001.00,http://www.stonecounty.com/,Wiggins,1916,448,40
Sunflower,Mississippi,n/a,"27,997",000-00-00-000.00,101-01-00-001.00,http://www.sunflowercounty.ms.gov/,Indianola,1844,707,40
Tallahatchie,Mississippi,"10,568","15,081",000-00000,100-25001,n/a,Charleston and Sumner,1833,652,23
Tate,Mississippi,"14,987","28,373",000-00-0000000,101-01-0000100,n/a,Senatobia,1873,411,69
Tippah,Mississippi,"17,476","22,084",0-000-00-000.00,1-123-01-003.00,n/a,Ripley,1836,460,48
Tishomingo,Mississippi,"16,632","19,529",0-0000-00-000,1-0105-15-001,n/a,Iuka,1836,445,44
Tunica,Mississippi,"6,918","10,560",No records found,No records found,n/a,Tunica,1836,481,22
Union,Mississippi,"18,904","27,754",000R-00-000.00,100R-17-001.00,n/a,New Albany,1870,417,67
Walthall,Mississippi,"12,870","14,931",000-00-000-00.00,100-01-000-01.00,n/a,Tylertown,1910,404,37
Warren,Mississippi,"26,458","48,218",000-00-0000-0000-00,100-13-9999-0001-00,http://www.Co.Warren.Ms.Us/,Vicksburg,1809,619,78
Washington,Mississippi,"30,244","49,688",00000000,10000000,http://www.co.washington.ms.us/ *Webpage not available,Greenville,1827,761,65
Wayne,Mississippi,"15,285","20,539",000-00-00000000,100-15-00000100,http://www.waynecounty.ms/,Waynesboro,1809,814,25
Webster,Mississippi,"9,141","9,987",0000000000,1010000101,n/a,Walthall,1874,423,24
Wilkinson,Mississippi,"9,609","9,381",0-0E-000-00-0000000,1-1E-100-01-0000200,http://wilkinson.co.ms.gov/,Woodville,1802,688,14
Winston,Mississippi,"16,715","18,788",000000000-0000000,121310002-0000100,n/a,Louisville,1833,610,31
Yalobusha,Mississippi,"12,043","12,373",0000-00-0000000,1001-01-0000100,n/a,Water Valley and Coffeeville,1833,495,25
Yazoo,Mississippi,"18,389","27,883",0-0-00-00-000-00000,1-0-02-10-000-00107,n/a,Yazoo City,1823,934,30
